LotArea,LotFrontage,YearBuilt,1stFlrSF,2ndFlrSF,YearRemodAdd,TotRmsAbvGrd,KitchenAbvGr,BedroomAbvGr,GarageCars,GarageArea,price
11210,86.0,2005,1614,0,2006,7,1,3,3,865,12.308182383129823
13350,100.0,1974,894,0,1974,5,1,3,2,440,11.86710429621008
8400,60.0,1977,2020,0,1977,10,2,4,2,630,11.87757552297847
10530,78.0,1977,1004,0,1977,4,1,2,2,504,11.81303746480054
7875,63.0,1995,1253,0,1996,6,1,3,2,402,12.07824495582233
7153,65.0,1992,810,793,1992,7,1,3,2,484,12.077676615757811
16285,67.0,2001,1430,0,2002,6,1,3,2,605,12.139403856983334
9101,70.0,1978,1110,0,1978,4,1,1,2,602,12.016732516077072
6300,35.0,1914,742,742,2001,9,1,3,0,0,11.759793355371237
9790,70.0,1967,1342,0,1967,7,1,3,2,457,11.992266613576142
10800,60.0,1915,966,686,1950,7,1,4,1,416,11.842236406331557
10142,76.0,2004,956,1128,2004,8,1,4,2,618,12.358798024384122
6000,50.0,1954,901,0,2000,4,1,2,1,281,11.588969419043872
12205,70.0,1966,976,1111,2007,9,1,5,2,444,12.141539457711714
3182,43.0,2005,1145,0,2006,5,1,2,2,397,11.984184555794169
11333,70.0,1976,1062,0,1976,5,1,3,2,539,11.896833207128452
9920,92.0,1996,1127,886,1997,8,1,3,2,455,12.505402864156403
9158,76.0,2007,1496,0,2007,7,1,3,2,474,12.323860125621126
10832,70.0,1994,1086,809,1996,7,1,3,2,409,12.178192583415596
8400,70.0,1980,888,676,1981,7,1,3,2,476,12.049424683420916
8197,71.0,1977,1285,0,1977,7,1,3,2,528,11.874097282798648
7677,57.0,1953,773,0,1953,4,1,2,1,240,11.60824473564232
13518,104.0,2008,1966,1174,2009,11,1,4,3,820,13.091906231773164
7200,60.0,1937,981,787,1950,7,1,3,1,240,12.07254696717504
12798,79.0,1997,616,1072,1997,8,1,4,2,603,12.206077645517674
4800,40.0,1916,1196,0,1990,5,1,2,2,440,11.60733523953139
8199,63.0,2005,728,728,2005,7,1,3,2,410,12.149507585033072
13891,107.0,2008,1734,1088,2009,12,1,4,3,1020,13.275829251377
9000,75.0,1954,1128,0,1954,5,1,2,1,286,11.678448377988165
12274,91.0,2008,1428,0,2008,6,1,3,2,554,12.335700805443338
9750,75.0,1967,980,0,1967,6,1,3,1,384,11.81673429934846
21384,144.0,1923,1072,504,2004,6,1,3,2,528,12.317171167298682
13400,85.0,1966,1086,0,1966,6,1,3,2,484,11.982622797311857
8100,90.0,1898,1075,1063,1965,11,3,2,2,360,11.571203807011967
10140,78.0,1974,1309,0,1999,5,1,3,2,484,12.10625783509458
4438,70.0,2004,848,0,2004,4,1,1,2,420,11.881041706925902
8712,66.0,1952,1044,0,1952,4,1,2,2,504,10.932999821119935
9750,75.0,1958,1442,0,1958,7,1,4,1,301,11.969723533345908
8248,45.0,1918,686,564,1950,7,1,3,1,280,11.661354090741
12137,48.0,1998,1661,0,1998,6,1,3,2,598,12.323415584358154
11425,70.0,1954,1008,0,1954,4,1,2,1,275,11.827743504053696
13265,70.0,2002,1689,0,2002,7,1,3,3,857,12.509877789891933
8816,80.0,1971,1052,0,1971,6,1,3,2,440,11.951186847493476
6371,44.0,2009,1358,0,2010,6,1,2,2,484,12.319405795112926
7226,72.0,2003,798,842,2003,6,1,3,2,595,12.117246896289505
6000,60.0,1953,936,0,1953,4,1,2,2,576,11.440365524765756
12394,70.0,2003,847,886,2003,7,1,3,2,433,12.323860125621126
9900,60.0,1940,944,545,1950,7,1,3,1,240,11.845827048676645
11216,81.0,2006,1489,0,2006,7,1,3,2,776,12.357079818283598
14803,114.0,2007,2084,0,2008,7,1,2,3,1220,12.861001210669146
6130,50.0,1924,784,0,1950,5,1,2,0,0,11.603688960617085
8529,65.0,2001,1434,0,2001,6,1,3,2,527,12.149507585033072
28698,70.0,1967,1160,966,1967,7,1,3,2,538,12.128116509451258
2544,24.0,2005,520,623,2005,4,1,2,2,480,11.900912042974875
11900,80.0,1957,1392,0,1957,6,1,3,2,458,12.01974909141692
3180,30.0,2005,520,600,2005,4,1,2,2,480,11.92504173829169
9548,44.0,2003,941,888,2003,7,1,3,2,613,12.37581963951765
10004,100.0,1964,1516,0,1964,6,1,3,2,472,12.025755079404917
7875,75.0,1961,1144,0,1961,6,1,3,2,456,11.849047640327148
9600,60.0,1950,1067,0,1995,4,1,2,2,436,11.759793355371237
8100,90.0,1948,1559,0,1973,5,1,2,2,812,11.941462360646147
1680,21.0,1973,483,504,1973,5,1,2,1,264,11.51293546492023
9525,75.0,1995,1099,0,2006,6,1,3,1,352,11.87757552297847
11767,70.0,1946,768,432,1995,6,1,3,1,240,11.779136168550774
12155,70.0,1925,810,672,1950,7,1,4,1,400,11.849404844423074
10440,60.0,1904,958,581,2002,8,1,3,2,686,11.967187086434018
9020,82.0,1966,1165,0,1966,6,1,3,2,490,12.071975378543236
8000,80.0,1961,1800,0,1961,10,2,6,0,0,11.856522261533735
12665,100.0,1915,876,540,1950,7,1,4,3,720,11.944064817531656
16647,70.0,1975,1701,0,1981,6,1,3,2,611,12.049424683420916
9317,75.0,1993,1006,769,1993,7,1,3,2,425,12.269052139516225
15523,36.0,1972,864,0,1972,5,1,3,1,338,11.80186424743109
45600,75.0,1908,1307,1051,1997,10,1,5,2,360,12.388398368982116
9600,80.0,1976,1094,761,1994,7,1,3,2,512,12.138869243416009
4435,36.0,2003,848,0,2003,3,1,1,2,420,11.78676973513378
3196,70.0,2003,1456,0,2003,7,1,2,2,400,12.278397958261774
7128,53.0,1941,918,728,1950,7,1,4,1,240,12.00762780434872
12095,70.0,1964,1445,0,1964,7,1,3,2,645,11.970356641103
17920,102.0,1955,1779,0,1974,6,1,3,2,454,12.04355959836804
6897,70.0,1962,1040,0,2010,6,1,3,1,260,11.751950239425476
10970,70.0,1978,1026,0,1978,5,1,3,2,576,11.898194668458824
8125,65.0,1994,702,779,1995,6,1,3,2,343,12.066816325306588
10400,80.0,1976,1370,0,1976,6,1,3,2,479,11.93164237875414
11029,70.0,1968,1512,1142,1984,9,1,4,2,619,12.429220196836384
7642,55.0,1918,912,514,1998,7,1,3,1,216,12.154521423145216
11625,75.0,1965,1039,0,1965,6,1,3,2,504,11.78676973513378
9672,81.0,1984,1097,0,1985,6,1,3,2,480,11.93164237875414
7931,70.0,1959,1148,0,1959,6,1,3,1,672,11.794345471549745
8640,72.0,2007,1372,0,2008,6,1,3,2,529,12.43153750053306
8750,70.0,1970,1002,0,1970,5,1,3,2,902,11.908346971208951
10656,67.0,2006,1646,0,2007,6,1,3,3,870,12.424810506025397
6970,85.0,1961,1120,0,1961,5,1,3,2,544,11.767575435251748
14762,70.0,1948,1547,720,1950,7,1,2,2,672,12.037659911047468
9938,80.0,1993,1062,887,1994,8,1,3,2,574,12.371591321286903
6600,60.0,1962,894,0,1962,5,1,2,1,308,11.603688960617085
8750,70.0,1998,804,878,1998,7,1,3,2,523,12.208574513247497
8892,74.0,1953,910,0,1996,5,1,3,2,414,11.661354090741
12144,60.0,1949,1036,0,1950,6,1,3,1,288,11.798111925972618
5720,52.0,1941,676,455,1950,5,1,3,1,200,11.104972264124868
9000,75.0,2007,1184,1426,2007,11,1,4,2,550,12.623064399210184
25286,94.0,1963,1040,0,1963,5,1,3,2,648,11.792456911128632
8834,74.0,2004,1462,762,2005,10,1,4,3,738,12.765691290604371
11782,88.0,1961,1155,0,1995,6,1,3,2,576,11.904974309480185
7000,70.0,1978,864,0,2005,6,1,3,1,336,11.824087219587645
7024,60.0,2005,1090,0,2006,5,1,2,2,450,11.964007453736912
13758,44.0,1990,1187,530,1991,7,1,3,2,400,12.141539457711714
9636,70.0,1992,808,785,1993,7,1,3,2,389,12.08954444723597
6204,60.0,1912,954,795,1950,10,1,5,1,440,11.682676678340282
7150,65.0,1967,892,0,1967,5,1,3,1,288,11.51293546492023
5119,50.0,1999,1709,0,2000,5,1,2,2,506,12.70351207261035
8393,70.0,1959,1712,0,2005,8,2,4,2,588,11.884495917930655
16466,59.0,1955,872,521,1955,8,1,3,1,300,11.81673429934846
15865,95.0,1970,2217,0,1970,8,1,4,2,621,12.498745990829317
12160,128.0,1953,1505,0,1953,6,1,2,2,505,11.91505836075372
8064,60.0,1949,672,252,2006,6,1,3,2,576,11.719134432217524
11184,70.0,1978,918,765,1978,7,1,3,2,440,12.058158312538197
8414,70.0,1963,1068,0,2003,6,1,3,1,264,11.9479558477909
13284,70.0,1954,1383,0,1954,6,1,3,1,354,12.013706813470414
7018,64.0,1979,1535,0,1979,8,2,4,2,400,11.685693195625964
7056,71.0,1963,983,813,1963,8,1,4,2,483,11.849404844423074
8765,50.0,1936,951,0,1950,6,1,2,1,327,11.575909653758895
7018,64.0,1979,1120,1120,1979,12,2,6,2,528,11.870278179170796
12919,100.0,2009,2364,0,2010,11,1,2,3,820,13.323928581764989
6993,65.0,1961,1236,0,1994,6,1,3,1,288,11.81303746480054
7340,70.0,1971,858,0,1971,4,1,2,1,684,11.60824473564232
8712,64.0,1957,1306,0,2000,5,1,2,1,756,11.938199736300923
7875,63.0,2003,807,702,2003,8,1,3,2,393,12.100717685412471
14859,50.0,2006,1670,0,2006,7,1,3,3,690,12.388398368982116
6173,70.0,1967,902,0,1967,6,1,3,1,288,11.74006900564972
9920,80.0,1954,1063,0,1954,6,1,3,1,280,11.759793355371237
13501,116.0,2006,1636,0,2006,8,1,3,3,865,12.449022745701502
11500,86.0,1936,1020,1037,1987,6,1,3,1,180,12.429220196836384
8885,70.0,1983,902,0,1983,5,1,2,2,484,11.78296023574194
12589,149.0,2005,742,742,2005,8,1,3,2,390,12.066816325306588
11600,80.0,1960,1105,1169,1960,12,2,5,2,480,11.946660519211653
9286,70.0,1977,1268,0,1989,5,1,3,1,252,11.874097282798648
6120,51.0,1925,1015,0,1950,6,1,3,1,450,11.38510345703214
6270,82.0,1949,1001,1001,1950,8,2,4,3,871,11.884495917930655
3000,30.0,2009,612,612,2009,4,1,2,2,528,12.065280672855897
2001,21.0,1970,546,546,1970,6,1,3,1,286,11.225256725762891
9000,50.0,1949,480,0,1950,4,1,1,1,308,10.471978128496518
17140,70.0,1956,1229,0,1956,6,1,3,1,284,11.81303746480054
13125,103.0,1991,912,1215,1991,8,1,4,3,833,12.380030154325455
11029,87.0,1958,1414,0,2002,6,1,3,2,601,12.08108182106182
8462,70.0,1994,936,785,1994,7,1,3,2,471,12.211065162153217
8777,67.0,1900,1272,928,2003,9,2,4,0,0,11.890683588496984
10237,65.0,2005,1316,0,2006,6,1,3,2,397,12.043500773454497
8012,50.0,1993,1617,0,1994,5,1,2,2,533,12.170450649220747
10240,79.0,1980,1686,0,1980,7,1,3,2,612,12.242891437918386
15611,70.0,1977,1126,0,1977,6,1,3,2,540,12.07254696717504
11999,93.0,2003,1234,1140,2004,10,1,4,3,656,12.560247968016562
9900,70.0,1968,1098,880,1968,9,1,4,2,486,12.07824495582233
11838,70.0,2001,1788,0,2001,7,1,3,2,522,12.373707715234994
13006,70.0,1997,993,1243,1997,8,1,4,2,642,12.310437165348777
8925,73.0,2007,1466,0,2007,7,1,3,3,610,12.211065162153217
9100,70.0,1965,925,0,1965,5,1,2,1,429,11.674202123168431
11670,84.0,2006,1905,0,2006,8,1,3,3,788,12.676079399771028
8487,63.0,2004,1500,0,2004,6,1,3,2,570,12.154784614286667
27650,313.0,1960,2069,0,2007,9,1,4,2,505,12.396697137361691
5825,52.0,1926,747,0,1953,5,1,1,2,528,11.2885436473206
10083,67.0,2003,1200,0,2003,5,1,2,2,555,12.127575825689416
9675,75.0,2005,1113,858,2005,8,1,3,2,689,12.441148720271016
8760,73.0,2006,1391,571,2006,7,1,3,3,868,12.387560521575551
24090,70.0,1940,1207,1196,1950,10,1,4,1,349,12.406565597924237
12640,55.0,1976,1728,0,1976,8,2,4,2,574,11.924379271639218
8755,70.0,1999,1022,1038,1999,8,1,3,2,390,12.273735966890268
7711,42.0,1977,1440,0,1977,8,2,4,0,0,11.918397239722838
25000,100.0,1967,1632,0,1967,8,2,4,2,576,11.870606902224589
14375,70.0,1958,1344,0,1958,7,1,3,2,525,11.83138646878959
8820,98.0,1890,1188,561,1996,7,1,2,2,456,11.73527670248674
8163,70.0,1959,1144,0,1959,6,1,3,1,796,11.870606902224589
14536,85.0,2002,1629,0,2003,9,1,3,3,808,12.506180941677355
14006,65.0,2002,936,840,2002,7,1,3,2,474,12.167856627501678
9360,78.0,1972,1381,0,2006,5,1,3,2,676,12.193498926601634
7200,60.0,1950,864,0,2002,5,1,3,2,720,11.767575435251748
7800,60.0,1965,965,0,1965,6,1,3,1,300,11.694421681264394
7200,60.0,1972,768,0,2003,5,1,2,1,396,11.804855999911272
11075,70.0,1969,1168,800,1969,7,1,4,2,530,12.055255569732177
9400,35.0,1975,980,0,1975,4,0,4,0,0,11.755879486687116
7136,82.0,1946,979,979,1950,8,2,4,2,492,11.884495917930655
1300,24.0,1980,561,668,1980,5,1,2,2,462,11.728044909070784
7420,70.0,1962,1057,0,1962,6,1,3,2,576,11.790564777297387
8450,65.0,2003,1337,0,2003,6,1,3,2,531,12.128116509451258
2572,24.0,1999,696,720,1999,6,1,3,2,484,11.951186847493476
7207,50.0,1958,858,0,2008,4,1,2,0,0,11.66565513564204
12227,70.0,1977,1542,1330,1995,11,1,4,2,619,12.513561021741964
2308,24.0,1976,804,744,1976,7,1,3,2,440,11.951186847493476
11923,122.0,2007,1800,0,2007,7,1,2,2,702,12.384223015005311
11316,80.0,2002,824,1070,2003,8,1,4,2,510,12.277932735946903
10237,65.0,2005,783,701,2007,8,1,3,2,393,12.094587859196112
9600,130.0,1940,976,332,1950,7,1,2,1,256,11.982935344196433
7390,70.0,1955,1098,0,1955,6,1,3,1,260,11.81303746480054
5925,50.0,1910,600,368,1950,6,1,2,0,0,10.542732775946709
10382,75.0,1958,1095,0,1958,6,1,2,1,264,11.849404844423074
10800,60.0,1949,720,472,1950,6,1,4,0,0,11.81303746480054
2268,36.0,2003,764,862,2004,6,1,2,2,474,12.06105265381003
7892,55.0,1979,918,0,1979,5,1,2,1,264,11.507922973347435
11639,95.0,2007,1428,0,2008,6,1,3,2,480,12.111767460549332
11414,60.0,1910,1136,883,1993,8,1,3,2,532,12.02874460037869
2651,70.0,2000,673,709,2000,6,1,3,2,490,12.013706813470414
5900,51.0,1923,869,0,1958,4,1,2,0,0,11.356283350762888
4274,35.0,2006,1241,0,2007,4,1,1,2,569,12.20557752297723
9450,68.0,1954,894,0,1954,5,1,3,2,400,11.60824473564232
8816,80.0,1963,1121,0,1963,5,1,3,2,480,11.842236406331557
12122,70.0,1961,999,0,2007,6,1,3,2,588,12.091789104493502
12203,98.0,1998,1276,1336,1999,8,1,4,3,676,12.724869415131389
3182,43.0,2007,1266,0,2007,6,1,2,2,388,11.982278882874375
11250,70.0,2002,1149,1141,2002,9,1,4,2,779,12.45254592991672
10125,75.0,1977,1302,432,1977,8,2,4,2,539,11.744045122410055
10880,68.0,1950,1164,0,1950,5,1,3,1,240,11.736077016252436
5310,59.0,1910,1001,634,2003,5,1,2,1,255,11.669937760751914
10159,83.0,2009,1940,0,2010,8,1,3,3,606,12.887129532148371
12046,70.0,1976,1118,912,1976,8,1,4,2,551,12.180759965737863
8125,65.0,2006,778,798,2006,6,1,3,2,614,12.190964083849376
9452,82.0,1997,1407,985,1998,7,1,3,3,870,12.759960632315702
17671,121.0,1882,916,826,1986,8,1,4,2,424,12.031725210748633
9760,80.0,1964,1020,831,1993,7,1,3,2,440,12.138869243416009
8846,68.0,2005,750,750,2006,6,1,3,2,564,12.066241450757124
12456,96.0,2006,1718,0,2007,7,1,3,3,786,12.729323752253295
4712,51.0,1946,774,456,1950,5,1,3,1,305,11.7085004721646
10659,70.0,1961,1050,0,1961,6,1,3,1,368,11.824087219587645
11717,70.0,1970,1442,0,1970,6,1,2,2,615,12.128116509451258
9786,60.0,1922,1077,0,1950,6,1,3,1,210,11.418625774449596
6762,64.0,2006,1208,0,2006,6,1,2,2,632,12.235636302128867
10206,74.0,1952,944,0,1952,4,1,2,2,528,11.31448672129398
5400,60.0,1920,691,0,1950,4,1,2,1,216,11.362114203075018
11957,75.0,2006,1574,0,2006,7,1,3,3,824,12.354496960983983
11500,70.0,1976,1680,0,1976,8,2,4,2,528,11.827049837927534
3182,43.0,2005,1504,0,2006,7,1,1,2,457,12.10625783509458
8385,65.0,1977,985,0,1977,6,1,3,1,328,11.917730355182512
12155,70.0,1970,1657,0,1970,7,1,3,2,484,12.004574385508691
2217,21.0,1970,546,546,1970,6,1,3,1,286,11.38510345703214
12118,43.0,2004,1710,0,2005,7,1,3,2,550,12.388398368982116
6000,60.0,1926,1008,0,1950,7,1,4,0,0,11.53273789613992
21286,115.0,1948,720,551,1950,7,1,4,1,312,11.81303746480054
9825,75.0,1965,1664,0,1965,8,2,4,0,0,11.51293546492023
10592,55.0,1923,900,602,1996,7,1,3,1,180,12.013706813470414
7200,60.0,1910,1022,0,2006,4,1,2,1,280,11.350418300109132
11664,60.0,1948,1082,0,1950,5,1,2,1,240,11.688566422839942
8400,70.0,2001,810,855,2001,6,1,3,2,528,12.33270970174018
11883,73.0,1996,1504,0,1996,6,1,3,2,478,12.220966184120163
5814,70.0,1984,1360,0,1984,4,1,1,2,565,12.141539457711714
10784,70.0,1991,802,670,1992,7,1,3,2,402,11.982935344196433
3013,43.0,2005,1506,0,2005,6,1,2,2,440,12.271349956195545
7024,60.0,2005,1132,0,2005,5,1,2,2,451,12.07824495582233
7406,64.0,2006,1220,0,2006,6,1,2,2,632,12.175618592671356
9439,52.0,1930,912,336,1950,6,1,2,1,160,11.373674891823535
3182,43.0,2005,1504,0,2006,7,1,2,2,437,12.160033942617156
15498,70.0,1976,2898,0,1976,10,1,2,2,665,12.567240979056246
7700,70.0,1972,882,0,1972,5,1,3,2,461,11.630717389475995
9300,73.0,1960,1264,0,1960,6,1,3,2,461,12.02874460037869
9520,71.0,2007,1646,0,2008,7,1,3,3,800,12.588194064175278
9492,79.0,1941,968,408,1950,6,1,3,1,240,11.561725152903833
1680,21.0,1972,672,546,1972,7,1,3,1,264,11.678448377988165
7082,70.0,1916,948,980,1995,10,2,5,0,0,11.982935344196433
15863,102.0,1920,1687,998,1970,12,1,5,2,672,12.190964083849376
14541,70.0,1993,1352,1168,1993,10,1,5,3,796,12.644330802262578
8125,70.0,2002,1654,0,2002,6,1,3,3,900,12.345838935721968
6305,50.0,1938,954,0,1950,5,1,2,1,240,11.693169865968985
11500,70.0,1957,845,0,1957,5,1,3,1,290,11.338583982516496
12898,89.0,2007,1620,0,2008,6,1,2,3,912,12.66191713053049
9240,70.0,2001,1055,1208,2002,7,1,3,2,905,12.567240979056246
1533,21.0,1970,798,546,2008,6,1,3,0,0,11.48247656671073
1477,21.0,1970,630,0,1970,3,1,1,1,286,11.289794413577894
13125,88.0,1957,1803,0,2000,8,1,3,2,484,11.951186847493476
9130,70.0,1966,800,832,2000,7,1,4,2,484,12.06105265381003
5381,34.0,2005,1306,0,2005,5,1,1,2,624,12.185875040240456
11839,86.0,1990,1532,797,1990,10,1,4,2,514,12.47717172708952
9600,80.0,1981,2524,0,1981,9,1,4,2,542,12.535379989788607
13680,70.0,1955,1733,0,1955,8,1,4,2,452,11.846543632608537
16056,85.0,2005,1992,876,2006,11,1,4,3,716,13.229569788348703
9245,57.0,1994,990,0,1995,5,1,3,2,672,11.884495917930655
21750,100.0,1960,1771,0,2006,9,1,3,2,336,11.652696102959752
11100,60.0,1946,930,0,2006,6,1,2,1,308,11.349241150793087
8993,73.0,2007,1302,0,2007,6,1,3,2,436,12.080996832096169
11175,103.0,2007,1316,0,2007,6,1,3,2,440,12.206782393599411
9500,100.0,1964,1127,850,1978,9,1,4,2,540,12.013706813470414
8562,68.0,1957,1526,0,2002,7,1,4,1,364,11.881041706925902
11367,90.0,2002,1091,898,2002,7,1,3,2,586,12.449022745701502
11361,104.0,1976,1523,0,1976,7,1,3,2,478,12.100717685412471
7052,43.0,2005,1364,0,2005,6,1,2,2,484,12.13270055639427
29959,70.0,1994,979,871,1994,7,1,3,2,467,12.421188057397057
11308,96.0,2008,1130,1054,2008,10,1,3,3,836,12.721888795877376
11275,70.0,1932,1096,895,1950,7,1,3,2,432,12.301387370778713
4920,41.0,2001,1338,0,2001,6,1,2,2,582,12.271396795480596
18000,120.0,1935,894,0,1950,6,1,2,3,1248,11.302216779257382
13600,85.0,1900,1422,915,1950,10,2,5,2,560,11.407576060361786
6000,50.0,1925,1103,0,1980,5,1,2,2,440,11.612779849672751
11000,70.0,1966,1154,0,1966,6,1,3,2,480,11.944714374881176
14000,80.0,1996,1306,954,1997,7,1,3,2,533,12.700771936142122
7837,59.0,1993,799,772,1994,7,1,3,2,380,12.08954444723597
9760,80.0,1964,798,813,1964,7,1,4,2,442,12.031129798974042
3964,42.0,1973,1291,1230,1973,10,1,5,2,576,11.927687224983488
9600,60.0,1949,893,0,2003,4,1,2,2,576,11.81303746480054
10152,72.0,1956,1048,0,1956,6,1,3,1,286,11.81303746480054
11700,78.0,1968,829,727,1968,8,1,4,2,441,11.944714374881176
7585,50.0,1948,1002,454,1950,7,1,4,1,280,11.42410518016564
7950,75.0,1977,698,728,1977,6,1,3,2,440,11.979805470779858
8556,74.0,2006,1240,0,2006,5,1,2,3,826,12.175618592671356
13125,75.0,1940,960,780,1984,6,1,3,1,240,12.299112067295642
10800,60.0,1936,1096,370,1989,7,1,3,2,566,12.04355959836804
15870,70.0,1969,1096,0,1969,6,1,3,1,299,11.84079653163984
4435,37.0,2004,848,0,2004,3,1,1,2,420,11.95697646939348
8775,65.0,1994,990,0,1994,5,1,3,1,299,11.744045122410055
11040,80.0,1971,1258,0,2004,5,1,3,2,528,11.884495917930655
7500,75.0,1963,1040,0,1963,5,1,3,1,308,11.798111925972618
8749,70.0,2002,1459,0,2002,6,1,3,2,527,12.165255859329688
8800,80.0,1964,1251,0,1964,6,1,3,1,461,11.982935344196433
13031,70.0,1995,691,807,1996,6,1,3,2,409,12.141539457711714
9069,73.0,1992,996,0,1992,5,1,2,2,564,11.898194668458824
1974,70.0,1973,546,546,1973,6,1,3,1,286,11.33261388681514
10574,85.0,2005,1082,871,2006,9,1,3,3,1043,12.437188334739655
2522,24.0,2004,970,739,2004,7,1,3,2,380,11.83138646878959
3316,37.0,2005,1247,0,2005,4,1,1,2,550,12.190964083849376
8544,60.0,1950,1040,0,1950,6,2,2,2,400,11.439289689006644
2160,24.0,1999,624,628,2000,4,1,2,2,462,11.982935344196433
8400,60.0,1925,1390,304,1950,7,1,4,2,576,11.824087219587645
9230,71.0,1965,1200,0,1998,6,1,1,2,884,11.891368749982083
5868,74.0,1956,936,0,2000,4,1,2,1,308,11.767575435251748
9317,78.0,2006,1314,0,2006,6,1,3,2,440,12.080696479888449
6882,60.0,1914,773,582,2006,7,1,3,0,0,11.751950239425476
3696,70.0,1986,1088,0,1986,5,1,2,2,461,12.04355959836804
6000,50.0,1936,757,567,1950,6,1,3,1,240,11.759793355371237
11880,82.0,1978,1601,0,1978,7,1,3,2,478,11.964007453736912
8400,60.0,1920,438,0,1950,3,1,1,1,246,11.002116507732016
9758,61.0,1971,950,0,1971,5,1,3,1,280,11.691080018519528
7000,70.0,1960,1134,0,2002,6,1,2,1,254,11.81303746480054
8910,79.0,1959,1194,0,1959,6,1,3,2,539,11.979805470779858
2016,24.0,1970,630,672,1970,6,1,3,2,440,11.571203807011967
12256,98.0,1994,1500,1122,1995,9,1,3,2,712,12.691583538230216
10357,114.0,1990,1442,0,1991,6,1,3,2,719,12.100161978566868
23257,168.0,2006,887,1134,2006,9,1,3,2,422,12.52352951631214
8063,70.0,2000,948,742,2000,7,1,3,2,463,12.10625783509458
11362,107.0,2004,1836,0,2005,7,1,3,3,862,12.54254845357358
8000,70.0,1995,773,885,1996,8,1,3,2,431,12.144202560946876
10480,80.0,1976,1098,866,1976,8,1,4,2,483,12.230770136157428
7100,73.0,1957,816,0,1957,5,1,2,1,308,11.774527900858468
8923,66.0,1953,1008,0,2006,6,1,2,1,240,11.80932691294063
5400,90.0,1954,833,0,2000,4,1,2,1,326,11.669937760751914
12085,93.0,2007,1734,0,2007,7,1,3,3,928,12.669809806411456
7750,70.0,2002,779,640,2002,7,1,3,2,527,12.123239799036943
9764,57.0,1967,894,0,2003,5,1,3,2,450,11.775297421715829
13825,85.0,1958,1021,580,1987,6,1,3,1,300,11.849404844423074
7560,70.0,1959,1040,0,1959,6,1,3,1,286,11.803361242493628
8263,59.0,1920,1012,0,1950,6,1,2,1,308,11.68183244734232
10084,84.0,2005,1552,0,2006,7,1,3,3,782,12.268582547911404
8926,70.0,1956,960,0,1956,5,1,3,1,288,11.6262630788088
9405,50.0,1947,698,0,2008,4,1,2,0,0,11.678448377988165
9125,70.0,1992,812,670,1992,7,1,3,2,392,12.007017865994577
10434,60.0,1955,1005,0,1955,5,1,2,2,672,11.652696102959752
3684,53.0,2007,1555,0,2007,7,1,2,3,660,12.066816325306588
14572,182.0,2004,1530,0,2004,7,1,3,3,630,12.464587201678082
11796,59.0,2004,847,1112,2005,8,1,4,2,434,12.278397958261774
7200,60.0,1980,936,0,1980,4,1,2,2,672,11.849404844423074
7804,65.0,1928,1328,653,1950,7,1,4,2,576,11.81303746480054
10712,63.0,1991,974,0,1992,5,1,3,0,0,11.445727410406752
9900,90.0,1880,1178,1032,1950,8,1,5,1,205,11.674202123168431
9828,80.0,1995,1142,878,1995,8,1,3,2,466,12.386312871189734
8773,57.0,1997,916,684,1997,7,1,3,2,460,12.037659911047468
6180,60.0,1926,986,0,1950,5,1,2,1,180,11.53273789613992
9600,80.0,1950,1032,220,1950,6,1,3,1,288,11.686887175419702
6342,54.0,1875,780,240,1996,6,1,2,0,0,11.451060699493429
9819,70.0,1977,1567,0,1977,5,1,2,2,714,12.185875040240456
8731,98.0,1920,1167,0,1950,6,1,3,2,495,11.87757552297847
7350,60.0,1951,952,0,1951,4,1,2,2,840,11.842236406331557
10304,70.0,1976,1088,780,1976,9,1,4,2,484,12.193498926601634
9965,77.0,2006,1466,1362,2007,11,1,4,3,1052,12.959540872420414
9000,70.0,1959,1006,0,1959,5,1,3,0,0,11.289794413577894
12180,60.0,1941,672,252,1950,5,1,2,1,280,11.289794413577894
6240,52.0,1928,1042,534,1950,8,1,3,1,225,11.91170829631447
11200,70.0,1985,1298,0,1985,5,1,3,2,403,12.100717685412471
12000,75.0,1941,860,704,1950,7,1,3,1,234,12.069685751267224
5700,70.0,1926,572,539,1950,5,1,2,1,288,11.669082701743504
9000,50.0,1920,832,650,1988,7,1,3,2,324,11.870606902224589
8280,57.0,1950,932,0,1950,4,1,2,1,306,11.728044909070784
17755,134.0,1959,1466,0,1959,6,1,3,2,528,11.917730355182512
14115,90.0,1956,1811,0,2004,6,1,2,2,470,12.345838935721968
5890,70.0,1930,816,0,2007,5,1,2,1,432,11.6994133306336
13700,70.0,1965,902,918,1988,8,1,4,2,492,12.215037342290756
10768,90.0,1976,1437,0,2004,6,1,3,2,528,12.292254928916668
9350,85.0,1965,1265,0,1999,6,1,3,2,502,12.100161978566868
5001,34.0,2007,1314,0,2008,6,1,2,2,626,12.345838935721968
11932,92.0,2007,1580,0,2008,7,1,3,3,830,12.367889578686164
9120,76.0,1974,943,933,1974,8,1,4,2,540,12.128116509451258
2280,24.0,1978,855,601,1978,7,1,3,2,440,11.891368749982083
14778,70.0,1954,1640,0,2006,7,1,3,2,924,12.319405795112926
8724,109.0,1968,894,0,1968,5,1,3,2,450,11.767575435251748
12900,60.0,1969,1258,0,1969,6,2,0,2,400,11.59873612138334
16157,70.0,1978,1432,0,1978,5,1,2,2,588,12.175618592671356
